Entity,Code,Year,Life satisfaction in Cantril Ladder (World Happiness Report 2021),Prevalence - Depressive disorders - Sex: Both - Age: All Ages (Number),Prevalence - Mental disorders - Sex: Both - Age: All Ages (Number),"Suicide mortality rate (per 100,000 population)","Unemployment, total (% of total labor force) (modeled ILO estimate)",Continent
Venezuela,VEN,2008,6.258,820041,3491193,3.5,6.25,South America
Argentina,ARG,2009,6.424,1021998,5230092,8.4,8.65,South America
Bolivia,BOL,2009,6.086,300311,1398950,6,2.86,South America
Brazil,BRA,2009,7.001,8166023,34360037,5.1,8.52,South America
Chile,CHL,2009,6.494,664894,2466108,12.7,11.31,South America
Colombia,COL,2009,6.272,1004879,4919533,4.1,12.07,South America
Ecuador,ECU,2009,6.022,455476,1994374,10.5,4.61,South America
Paraguay,PRY,2009,5.576,200159,876505,4.4,5.46,South America
Peru,PER,2009,5.519,595058,3757206,3.3,3.73,South America
Uruguay,URY,2009,6.296,99478,448595,15,7.74,South America
Venezuela,VEN,2009,7.189,839582,3555054,3.2,6.1,South America
Argentina,ARG,2010,6.441,1028143,5282979,8.6,7.71,South America
Bolivia,BOL,2010,5.781,307149,1425715,6,2.55,South America
Brazil,BRA,2010,6.837,8135488,34668140,5,7.73,South America
Chile,CHL,2010,6.636,665358,2480903,11.6,8.42,South America
Colombia,COL,2010,6.408,998668,4893360,3.8,10.98,South America
Ecuador,ECU,2010,5.838,466050,2035535,9.9,4.09,South America
Paraguay,PRY,2010,5.841,205107,893500,3.5,4.57,South America
Peru,PER,2010,5.613,603793,3811179,3.5,3.3,South America
Uruguay,URY,2010,6.062,100193,450232,16,7.16,South America
Venezuela,VEN,2010,7.478,860293,3620085,3.4,7.11,South America
Argentina,ARG,2011,6.776,1042836,5347450,8.5,7.18,South America
Bolivia,BOL,2011,5.779,314721,1452771,6.1,2.22,South America
Brazil,BRA,2011,7.038,8200624,34887473,5.2,6.92,South America
Chile,CHL,2011,6.526,673852,2501338,11.7,7.34,South America
Colombia,COL,2011,6.464,1003564,4928036,3.7,10.11,South America
Ecuador,ECU,2011,5.795,476964,2078603,9.8,3.46,South America
Paraguay,PRY,2011,5.677,210803,911348,4.6,4.67,South America
Peru,PER,2011,5.892,618320,3879969,3.3,3.27,South America
Uruguay,URY,2011,6.554,101421,452355,16.8,6.31,South America
Venezuela,VEN,2011,6.58,881778,3686263,3.6,6.9,South America
Argentina,ARG,2012,6.468,1058037,5411743,9.1,7.22,South America
Bolivia,BOL,2012,6.019,321971,1480285,6,2.05,South America
Brazil,BRA,2012,6.66,8271537,34839296,5.4,7.19,South America
Chile,CHL,2012,6.599,682703,2520018,10.5,6.66,South America
Colombia,COL,2012,6.375,1009438,4961059,3.8,9.74,South America
Ecuador,ECU,2012,5.961,488409,2122089,10.1,3.24,South America
Paraguay,PRY,2012,5.82,217705,930780,4.6,4.09,South America
Peru,PER,2012,5.825,636852,3966578,3.2,2.94,South America
Suriname,SUR,2012,6.269,26567,83872,25.2,8.1,South America
Uruguay,URY,2012,6.45,103088,455010,17.8,6.45,South America
Venezuela,VEN,2012,7.067,903430,3749631,3.2,6.6,South America
Argentina,ARG,2013,6.582,1073939,5478889,8.6,7.1,South America
Bolivia,BOL,2013,5.767,329442,1508217,6,2.39,South America
Brazil,BRA,2013,7.14,8349571,34685370,5.6,6.98,South America
Chile,CHL,2013,6.74,691306,2538119,9.8,6.21,South America
Colombia,COL,2013,6.607,1015680,4990573,3.7,9.05,South America
Ecuador,ECU,2013,6.019,500017,2166222,9.6,3.08,South America
Paraguay,PRY,2013,5.936,225066,950542,4.9,4.39,South America
Peru,PER,2013,5.783,659691,4076283,3.1,3.21,South America
Uruguay,URY,2013,6.444,104880,457783,15.8,6.44,South America
Venezuela,VEN,2013,6.553,924982,3814970,2.5,7.54,South America
Argentina,ARG,2014,6.671,1089314,5545528,9.3,7.27,South America
Bolivia,BOL,2014,5.865,336895,1536014,6.2,2.01,South America
Brazil,BRA,2014,6.981,8432880,34602476,5.6,6.66,South America
Chile,CHL,2014,6.844,699703,2555575,9.9,6.67,South America
Colombia,COL,2014,6.449,1024579,5026094,3.8,8.57,South America
Ecuador,ECU,2014,5.946,511368,2209031,8.8,3.48,South America
Paraguay,PRY,2014,5.119,232068,970035,5.9,5.03,South America
Peru,PER,2014,5.866,681971,4179132,2.9,2.85,South America
Uruguay,URY,2014,6.561,106526,460427,17.4,6.55,South America
Venezuela,VEN,2014,6.136,946401,3879143,2.1,7.48,South America
Argentina,ARG,2015,6.697,1104941,5612817,8.3,7.61,South America
Bolivia,BOL,2015,5.834,344444,1563661,6.4,3.07,South America
Brazil,BRA,2015,6.547,8522725,34785927,5.9,8.43,South America
Chile,CHL,2015,6.533,708110,2577153,10,6.51,South America
Colombia,COL,2015,6.388,1037211,5070548,4.1,8.3,South America
Ecuador,ECU,2015,5.964,522770,2251547,8.8,3.62,South America
Paraguay,PRY,2015,5.56,237986,988399,5.7,4.56,South America
Peru,PER,2015,5.577,700158,4263329,2.7,2.92,South America
Uruguay,URY,2015,6.628,107495,462116,18.6,7.49,South America
Venezuela,VEN,2015,5.569,963124,3925195,2.3,7.44,South America
Argentina,ARG,2016,6.427,1118441,5680399,8.3,7.97,South America
Bolivia,BOL,2016,5.77,351996,1590534,6.6,3.5,South America
Brazil,BRA,2016,6.375,8603382,35205664,6,11.6,South America
Chile,CHL,2016,6.579,718086,2608636,10,6.74,South America
Colombia,COL,2016,6.234,1065829,5283819,4.2,8.69,South America
Ecuador,ECU,2016,6.115,535962,2300381,9,4.6,South America
Paraguay,PRY,2016,5.801,242633,1005083,5.3,5.26,South America
Peru,PER,2016,5.701,715455,4333742,2.6,3.38,South America
Uruguay,URY,2016,6.171,107745,462601,21.1,7.84,South America
Venezuela,VEN,2016,4.041,956984,3862271,2.2,7.39,South America
Argentina,ARG,2017,6.039,1130769,5744791,8.9,8.35,South America
Bolivia,BOL,2017,5.651,359672,1617985,6.4,3.66,South America
Brazil,BRA,2017,6.333,8698146,35626365,6.6,12.82,South America
Chile,CHL,2017,6.32,727911,2643142,9.3,6.96,South America
Colombia,COL,2017,6.157,1099471,5527347,4.7,8.87,South America
Ecuador,ECU,2017,5.84,550901,2356699,9.2,3.84,South America
Paraguay,PRY,2017,5.713,246977,1021294,6.1,4.62,South America
Peru,PER,2017,5.711,733359,4418818,2.7,3.35,South America
Uruguay,URY,2017,6.336,107865,463158,20.8,7.89,South America
Venezuela,VEN,2017,5.071,934206,3721531,2.2,7.3,South America
Argentina,ARG,2018,5.793,1142816,5807115,9.2,9.22,South America
Bolivia,BOL,2018,5.916,366451,1646176,6.3,3.52,South America
Brazil,BRA,2018,6.191,8814509,36024147,7,12.33,South America
Chile,CHL,2018,6.436,733331,2667663,8.8,7.23,South America
Colombia,COL,2018,5.984,1121956,5600004,4,9.11,South America
Ecuador,ECU,2018,6.128,564441,2406415,8.1,3.53,South America
Peru,PER,2018,5.68,749097,4485759,2.8,3.18,South America
Uruguay,URY,2018,6.372,108091,464155,21.2,8.34,South America
Venezuela,VEN,2018,5.006,933972,3689181,2.2,7.22,South America
Argentina,ARG,2019,6.086,1152193,5865630,8.4,9.84,South America
Bolivia,BOL,2019,5.674,372371,1675307,6.2,3.46,South America
Brazil,BRA,2019,6.451,8931545,36413436,6.9,11.93,South America
Chile,CHL,2019,5.942,734650,2684263,9,7.29,South America
Colombia,COL,2019,6.35,1141467,5635241,3.9,9.96,South America
Ecuador,ECU,2019,5.809,576078,2449132,7.6,3.81,South America
Paraguay,PRY,2019,5.653,254777,1052887,6,6.6,South America
Peru,PER,2019,5.999,762966,4535206,2.8,3.03,South America
Uruguay,URY,2019,6.6,108191,465322,21.2,9.35,South America
Venezuela,VEN,2019,5.081,951393,3739364,2.1,7.16,South America
